Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
P1349	Philippines_P	Philippines_Persons	P09	P09	Persons
P1350	Poland_M	Poland_Males	P09	P09	Males
P1351	Poland_F	Poland_Females	P09	P09	Females
P1352	Poland_P	Poland_Persons	P09	P09	Persons
P1353	Singapore_M	Singapore_Males	P09	P09	Males
P1354	Singapore_F	Singapore_Females	P09	P09	Females
P1355	Singapore_P	Singapore_Persons	P09	P09	Persons
P1356	South_Africa_M	South_Africa_Males	P09	P09	Males
P1357	South_Africa_F	South_Africa_Females	P09	P09	Females
P1358	South_Africa_P	South_Africa_Persons	P09	P09	Persons
P1359	South_Eastern_Europe_nfd_M	South_Eastern_Europe_nfd_Males	P09	P09	Males
P1360	South_Eastern_Europe_nfd_F	South_Eastern_Europe_nfd_Females	P09	P09	Females
P1361	South_Eastern_Europe_nfd_P	South_Eastern_Europe_nfd_Persons	P09	P09	Persons
P1362	Sri_Lanka_M	Sri_Lanka_Males	P09	P09	Males
P1363	Sri_Lanka_F	Sri_Lanka_Females	P09	P09	Females
P1364	Sri_Lanka_P	Sri_Lanka_Persons	P09	P09	Persons
P1365	Thailand_M	Thailand_Males	P09	P09	Males
P1366	Thailand_F	Thailand_Females	P09	P09	Females
P1367	Thailand_P	Thailand_Persons	P09	P09	Persons
P1368	Turkey_M	Turkey_Males	P09	P09	Males
P1369	Turkey_F	Turkey_Females	P09	P09	Females
P1370	Turkey_P	Turkey_Persons	P09	P09	Persons
P1371	United_Kingdom_M	United_Kingdom_Channel_Islands_and_Isle_of_Man_Males	P09	P09	Males
P1372	United_Kingdom_F	United_Kingdom_Channel_Islands_and_Isle_of_Man_Females	P09	P09	Females
P1373	United_Kingdom_P	United_Kingdom_Channel_Islands_and_Isle_of_Man_Persons	P09	P09	Persons
P1374	United_States_America_M	United_States_of_America_Males	P09	P09	Males
P1375	United_States_America_F	United_States_of_America_Females	P09	P09	Females
P1376	United_States_America_P	United_States_of_America_Persons	P09	P09	Persons
P1377	Vietnam_M	Vietnam_Males	P09	P09	Males
P1378	Vietnam_F	Vietnam_Females	P09	P09	Females
P1379	Vietnam_P	Vietnam_Persons	P09	P09	Persons
P1380	Born_elsewhere_M	Born_elsewhere_Males	P09	P09	Males
P1381	Born_elsewhere_F	Born_elsewhere_Females	P09	P09	Females
P1382	Born_elsewhere_P	Born_elsewhere_Persons	P09	P09	Persons
P1383	Country_birth_not_stated_M	Country_of_birth_not_stated_Males	P09	P09	Males
P1384	Country_birth_not_stated_F	Country_of_birth_not_stated_Females	P09	P09	Females
P1385	Country_birth_not_stated_P	Country_of_birth_not_stated_Persons	P09	P09	Persons
P1386	OS_visitors_M	Overseas_visitors_Males	P09	P09	Males
P1387	OS_visitors_F	Overseas_visitors_Females	P09	P09	Females
P1388	OS_visitors_P	Overseas_visitors_Persons	P09	P09	Persons
P1389	Tot_M	Total_Males	P09	P09	Males
P1390	Tot_F	Total_Females	P09	P09	Females
P1391	Tot_P	Total_Persons	P09	P09	Persons
P1392	Bosnia_Herzegovina_Bfore_1941	Bosnia_and_Herzegovina_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1393	Bosnia_Herzegovina_1941_1950	Bosnia_and_Herzegovina_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1394	Bosnia_Herzegovina_1951_1960	Bosnia_and_Herzegovina_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1395	Bosnia_Herzegovina_1961_1970	Bosnia_and_Herzegovina_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1396	Bosnia_Herzegovina_1971_1980	Bosnia_and_Herzegovina_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1397	Bosnia_Herzegovina_1981_1990	Bosnia_and_Herzegovina_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1398	Bosnia_Herzegovina_1991_2000	Bosnia_and_Herzegovina_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1399	Bosnia_Herzegovina_2001_2005	Bosnia_and_Herzegovina_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1400	Bosnia_Herzegovina_2006	Bosnia_and_Herzegovina_Year_of_arrival_2006	P10A	P10b	2006
P1401	Bosnia_Herzegovina_2007	Bosnia_and_Herzegovina_Year_of_arrival_2007	P10A	P10b	2007
P1402	Bosnia_Herzegovina_2008	Bosnia_and_Herzegovina_Year_of_arrival_2008	P10A	P10b	2008
P1403	Bosnia_Herzegovina_2009	Bosnia_and_Herzegovina_Year_of_arrival_2009	P10A	P10b	2009
P1404	Bosnia_Herzegovina_2010	Bosnia_and_Herzegovina_Year_of_arrival_2010	P10A	P10b	2010
P1405	Bosnia_Herzegovina_2011	Bosnia_and_Herzegovina_Year_of_arrival_2011	P10A	P10b	2011
P1406	Bosnia_Herzegovina_Yr_arr_ns	Bosnia_and_Herzegovina_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1407	Bosnia_Herzegovina_Tot	Bosnia_and_Herzegovina_Total	P10A	P10b	Total
P1408	Cambodia_Before_1941	Cambodia_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1409	Cambodia_1941_1950	Cambodia_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1410	Cambodia_1951_1960	Cambodia_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1411	Cambodia_1961_1970	Cambodia_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1412	Cambodia_1971_1980	Cambodia_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1413	Cambodia_1981_1990	Cambodia_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1414	Cambodia_1991_2000	Cambodia_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1415	Cambodia_2001_2005	Cambodia_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1416	Cambodia_2006	Cambodia_Year_of_arrival_2006	P10A	P10b	2006
P1417	Cambodia_2007	Cambodia_Year_of_arrival_2007	P10A	P10b	2007
P1418	Cambodia_2008	Cambodia_Year_of_arrival_2008	P10A	P10b	2008
P1419	Cambodia_2009	Cambodia_Year_of_arrival_2009	P10A	P10b	2009
P1420	Cambodia_2010	Cambodia_Year_of_arrival_2010	P10A	P10b	2010
P1421	Cambodia_2011	Cambodia_Year_of_arrival_2011	P10A	P10b	2011
P1422	Cambodia_Yr_arrival_ns	Cambodia_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1423	Cambodia_Tot	Cambodia_Total	P10A	P10b	Total
P1424	Canada_Before_1941	Canada_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1425	Canada_1941_1950	Canada_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1426	Canada_1951_1960	Canada_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1427	Canada_1961_1970	Canada_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1428	Canada_1971_1980	Canada_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1429	Canada_1981_1990	Canada_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1430	Canada_1991_2000	Canada_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1431	Canada_2001_2005	Canada_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1432	Canada_2006	Canada_Year_of_arrival_2006	P10A	P10b	2006
P1433	Canada_2007	Canada_Year_of_arrival_2007	P10A	P10b	2007
P1434	Canada_2008	Canada_Year_of_arrival_2008	P10A	P10b	2008
P1435	Canada_2009	Canada_Year_of_arrival_2009	P10A	P10b	2009
P1436	Canada_2010	Canada_Year_of_arrival_2010	P10A	P10b	2010
P1437	Canada_2011	Canada_Year_of_arrival_2011	P10A	P10b	2011
P1438	Canada_Yr_arrival_ns	Canada_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1439	Canada_Tot	Canada_Total	P10A	P10b	Total
P1440	Ch_ex_SARs_Taiw_Before_1941	China_excl_SARs_and_Taiwan_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1441	Ch_ex_SARs_Taiw_1941_1950	China_excl_SARs_and_Taiwan_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1442	Ch_ex_SARs_Taiw_1951_1960	China_excl_SARs_and_Taiwan_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1443	Ch_ex_SARs_Taiw_1961_1970	China_excl_SARs_and_Taiwan_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1444	Ch_ex_SARs_Taiw_1971_1980	China_excl_SARs_and_Taiwan_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1445	Ch_ex_SARs_Taiw_1981_1990	China_excl_SARs_and_Taiwan_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1446	Ch_ex_SARs_Taiw_1991_2000	China_excl_SARs_and_Taiwan_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1447	Ch_ex_SARs_Taiw_2001_2005	China_excl_SARs_and_Taiwan_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1448	China_ex_SARs_Taiw_2006	China_excl_SARs_and_Taiwan_Year_of_arrival_2006	P10A	P10b	2006
P1449	China_ex_SARs_Taiw_2007	China_excl_SARs_and_Taiwan_Year_of_arrival_2007	P10A	P10b	2007
P1450	China_ex_SARs_Taiw_2008	China_excl_SARs_and_Taiwan_Year_of_arrival_2008	P10A	P10b	2008
P1451	China_ex_SARs_Taiw_2009	China_excl_SARs_and_Taiwan_Year_of_arrival_2009	P10A	P10b	2009
P1452	China_ex_SARs_Taiw_2010	China_excl_SARs_and_Taiwan_Year_of_arrival_2010	P10A	P10b	2010
P1453	China_ex_SARs_Taiw_2011	China_excl_SARs_and_Taiwan_Year_of_arrival_2011	P10A	P10b	2011
P1454	Chna_ex_SARs_Taiw_Yr_arr_ns	China_excl_SARs_and_Taiwan_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1455	China_ex_SARs_Taiw_Tot	China_excl_SARs_and_Taiwan_Total	P10A	P10b	Total
P1456	Croatia_Before_1941	Croatia_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1457	Croatia_1941_1950	Croatia_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1458	Croatia_1951_1960	Croatia_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1459	Croatia_1961_1970	Croatia_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1460	Croatia_1971_1980	Croatia_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1461	Croatia_1981_1990	Croatia_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1462	Croatia_1991_2000	Croatia_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1463	Croatia_2001_2005	Croatia_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1464	Croatia_2006	Croatia_Year_of_arrival_2006	P10A	P10b	2006
P1465	Croatia_2007	Croatia_Year_of_arrival_2007	P10A	P10b	2007
P1466	Croatia_2008	Croatia_Year_of_arrival_2008	P10A	P10b	2008
P1467	Croatia_2009	Croatia_Year_of_arrival_2009	P10A	P10b	2009
P1468	Croatia_2010	Croatia_Year_of_arrival_2010	P10A	P10b	2010
P1469	Croatia_2011	Croatia_Year_of_arrival_2011	P10A	P10b	2011
P1470	Croatia_Yr_arrival_ns	Croatia_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1471	Croatia_Tot	Croatia_Total	P10A	P10b	Total
P1472	Egypt_Before_1941	Egypt_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1473	Egypt_1941_1950	Egypt_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1474	Egypt_1951_1960	Egypt_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1475	Egypt_1961_1970	Egypt_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1476	Egypt_1971_1980	Egypt_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1477	Egypt_1981_1990	Egypt_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1478	Egypt_1991_2000	Egypt_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1479	Egypt_2001_2005	Egypt_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1480	Egypt_2006	Egypt_Year_of_arrival_2006	P10A	P10b	2006
P1481	Egypt_2007	Egypt_Year_of_arrival_2007	P10A	P10b	2007
P1482	Egypt_2008	Egypt_Year_of_arrival_2008	P10A	P10b	2008
P1483	Egypt_2009	Egypt_Year_of_arrival_2009	P10A	P10b	2009
P1484	Egypt_2010	Egypt_Year_of_arrival_2010	P10A	P10b	2010
P1485	Egypt_2011	Egypt_Year_of_arrival_2011	P10A	P10b	2011
P1486	Egypt_Yr_arrival_ns	Egypt_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1487	Egypt_Tot	Egypt_Total	P10A	P10b	Total
P1488	Fiji_Before_1941	Fiji_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1489	Fiji_1941_1950	Fiji_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1490	Fiji_1951_1960	Fiji_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1491	Fiji_1961_1970	Fiji_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1492	Fiji_1971_1980	Fiji_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1493	Fiji_1981_1990	Fiji_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1494	Fiji_1991_2000	Fiji_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1495	Fiji_2001_2005	Fiji_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1496	Fiji_2006	Fiji_Year_of_arrival_2006	P10A	P10b	2006
P1497	Fiji_2007	Fiji_Year_of_arrival_2007	P10A	P10b	2007
P1498	Fiji_2008	Fiji_Year_of_arrival_2008	P10A	P10b	2008
P1499	Fiji_2009	Fiji_Year_of_arrival_2009	P10A	P10b	2009
P1500	Fiji_2010	Fiji_Year_of_arrival_2010	P10A	P10b	2010
P1501	Fiji_2011	Fiji_Year_of_arrival_2011	P10A	P10b	2011
P1502	Fiji_Yr_arrival_ns	Fiji_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1503	Fiji_Tot	Fiji_Total	P10A	P10b	Total
P1504	FYROM_Before_1941	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1505	FYROM_1941_1950	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1506	FYROM_1951_1960	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1507	FYROM_1961_1970	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1508	FYROM_1971_1980	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1509	FYROM_1981_1990	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1510	FYROM_1991_2000	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1511	FYROM_2001_2005	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1512	FYROM_2006	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2006	P10A	P10b	2006
P1513	FYROM_2007	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2007	P10A	P10b	2007
P1514	FYROM_2008	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2008	P10A	P10b	2008
P1515	FYROM_2009	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2009	P10A	P10b	2009
P1516	FYROM_2010	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2010	P10A	P10b	2010
P1517	FYROM_2011	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_2011	P10A	P10b	2011
P1518	FYROM_yr_arr_ns	Former_Yugoslav_Republic_of_Macedonia_FYROM_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1519	FYROM_Tot	Former_Yugoslav_Republic_of_Macedonia_FYROM_Total	P10A	P10b	Total
P1520	Germany_Before_1941	Germany_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1521	Germany_1941_1950	Germany_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1522	Germany_1951_1960	Germany_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1523	Germany_1961_1970	Germany_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1524	Germany_1971_1980	Germany_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1525	Germany_1981_1990	Germany_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1526	Germany_1991_2000	Germany_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1527	Germany_2001_2005	Germany_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1528	Germany_2006	Germany_Year_of_arrival_2006	P10A	P10b	2006
P1529	Germany_2007	Germany_Year_of_arrival_2007	P10A	P10b	2007
P1530	Germany_2008	Germany_Year_of_arrival_2008	P10A	P10b	2008
P1531	Germany_2009	Germany_Year_of_arrival_2009	P10A	P10b	2009
P1532	Germany_2010	Germany_Year_of_arrival_2010	P10A	P10b	2010
P1533	Germany_2011	Germany_Year_of_arrival_2011	P10A	P10b	2011
P1534	Germany_Yr_arrival_ns	Germany_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1535	Germany_Tot	Germany_Total	P10A	P10b	Total
P1536	Greece_Before_1941	Greece_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1537	Greece_1941_1950	Greece_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1538	Greece_1951_1960	Greece_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1539	Greece_1961_1970	Greece_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1540	Greece_1971_1980	Greece_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1541	Greece_1981_1990	Greece_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1542	Greece_1991_2000	Greece_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1543	Greece_2001_2005	Greece_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1544	Greece_2006	Greece_Year_of_arrival_2006	P10A	P10b	2006
P1545	Greece_2007	Greece_Year_of_arrival_2007	P10A	P10b	2007
P1546	Greece_2008	Greece_Year_of_arrival_2008	P10A	P10b	2008
P1547	Greece_2009	Greece_Year_of_arrival_2009	P10A	P10b	2009
P1548	Greece_2010	Greece_Year_of_arrival_2010	P10A	P10b	2010
P1549	Greece_2011	Greece_Year_of_arrival_2011	P10A	P10b	2011
P1550	Greece_Yr_arrival_ns	Greece_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1551	Greece_Tot	Greece_Total	P10A	P10b	Total
P1552	Ho_Ko_SAR_China_Before_1941	Hong_Kong_SAR_of_China_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1553	Ho_Ko_SAR_China_1941_1950	Hong_Kong_SAR_of_China_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1554	Ho_Ko_SAR_China_1951_1960	Hong_Kong_SAR_of_China_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1555	Ho_Ko_SAR_China_1961_1970	Hong_Kong_SAR_of_China_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1556	Ho_Ko_SAR_China_1971_1980	Hong_Kong_SAR_of_China_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1557	Ho_Ko_SAR_China_1981_1990	Hong_Kong_SAR_of_China_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1558	Ho_Ko_SAR_China_1991_2000	Hong_Kong_SAR_of_China_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1559	Ho_Ko_SAR_China_2001_2005	Hong_Kong_SAR_of_China_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1560	Hong_Kong_SAR_China_2006	Hong_Kong_SAR_of_China_Year_of_arrival_2006	P10A	P10b	2006
P1561	Hong_Kong_SAR_China_2007	Hong_Kong_SAR_of_China_Year_of_arrival_2007	P10A	P10b	2007
P1562	Hong_Kong_SAR_China_2008	Hong_Kong_SAR_of_China_Year_of_arrival_2008	P10A	P10b	2008
P1563	Hong_Kong_SAR_China_2009	Hong_Kong_SAR_of_China_Year_of_arrival_2009	P10A	P10b	2009
P1564	Hong_Kong_SAR_China_2010	Hong_Kong_SAR_of_China_Year_of_arrival_2010	P10A	P10b	2010
P1565	Hong_Kong_SAR_China_2011	Hong_Kong_SAR_of_China_Year_of_arrival_2011	P10A	P10b	2011
P1566	Hng_Kng_SAR_China_Yr_arr_ns	Hong_Kong_SAR_of_China_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1567	Hong_Kong_SAR_China_Tot	Hong_Kong_SAR_of_China_Total	P10A	P10b	Total
P1568	India_Before_1941	India_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1569	India_1941_1950	India_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1570	India_1951_1960	India_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1571	India_1961_1970	India_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1572	India_1971_1980	India_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1573	India_1981_1990	India_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1574	India_1991_2000	India_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1575	India_2001_2005	India_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1576	India_2006	India_Year_of_arrival_2006	P10A	P10b	2006
P1577	India_2007	India_Year_of_arrival_2007	P10A	P10b	2007
P1578	India_2008	India_Year_of_arrival_2008	P10A	P10b	2008
P1579	India_2009	India_Year_of_arrival_2009	P10A	P10b	2009
P1580	India_2010	India_Year_of_arrival_2010	P10A	P10b	2010
P1581	India_2011	India_Year_of_arrival_2011	P10A	P10b	2011
P1582	India_Yr_arrival_ns	India_Year_of_arrival_Not_stated	P10A	P10b	Year of arrival not stated
P1583	India_Tot	India_Total	P10A	P10b	Total
P1584	Indonesia_Before_1941	Indonesia_Year_of_arrival_Before_1941	P10A	P10a	Before 1941
P1585	Indonesia_1941_1950	Indonesia_Year_of_arrival_1941_1950	P10A	P10a	1941-1950
P1586	Indonesia_1951_1960	Indonesia_Year_of_arrival_1951_1960	P10A	P10a	1951-1960
P1587	Indonesia_1961_1970	Indonesia_Year_of_arrival_1961_1970	P10A	P10a	1961-1970
P1588	Indonesia_1971_1980	Indonesia_Year_of_arrival_1971_1980	P10A	P10a	1971-1980
P1589	Indonesia_1981_1990	Indonesia_Year_of_arrival_1981_1990	P10A	P10a	1981-1990
P1590	Indonesia_1991_2000	Indonesia_Year_of_arrival_1991_2000	P10A	P10a	1991-2000
P1591	Indonesia_2001_2005	Indonesia_Year_of_arrival_2001_2005	P10A	P10a	2001-2005
P1592	Indonesia_2006	Indonesia_Year_of_arrival_2006	P10B	P10b	2006
P1593	Indonesia_2007	Indonesia_Year_of_arrival_2007	P10B	P10b	2007
P1594	Indonesia_2008	Indonesia_Year_of_arrival_2008	P10B	P10b	2008
P1595	Indonesia_2009	Indonesia_Year_of_arrival_2009	P10B	P10b	2009
P1596	Indonesia_2010	Indonesia_Year_of_arrival_2010	P10B	P10b	2010
P1597	Indonesia_2011	Indonesia_Year_of_arrival_2011	P10B	P10b	2011
P1598	Indonesia_Yr_arrival_ns	Indonesia_Year_of_arrival_Not_stated	P10B	P10b	Year of arrival not stated
P1599	Indonesia_Tot	Indonesia_Total	P10B	P10b	Total
P1600	Iraq_Before_1941	Iraq_Year_of_arrival_Before_1941	P10B	P10a	Before 1941
P1601	Iraq_1941_1950	Iraq_Year_of_arrival_1941_1950	P10B	P10a	1941-1950
P1602	Iraq_1951_1960	Iraq_Year_of_arrival_1951_1960	P10B	P10a	1951-1960
P1603	Iraq_1961_1970	Iraq_Year_of_arrival_1961_1970	P10B	P10a	1961-1970
P1604	Iraq_1971_1980	Iraq_Year_of_arrival_1971_1980	P10B	P10a	1971-1980
P1605	Iraq_1981_1990	Iraq_Year_of_arrival_1981_1990	P10B	P10a	1981-1990
P1606	Iraq_1991_2000	Iraq_Year_of_arrival_1991_2000	P10B	P10a	1991-2000
P1607	Iraq_2001_2005	Iraq_Year_of_arrival_2001_2005	P10B	P10a	2001-2005
P1608	Iraq_2006	Iraq_Year_of_arrival_2006	P10B	P10b	2006
P1609	Iraq_2007	Iraq_Year_of_arrival_2007	P10B	P10b	2007
P1610	Iraq_2008	Iraq_Year_of_arrival_2008	P10B	P10b	2008
P1611	Iraq_2009	Iraq_Year_of_arrival_2009	P10B	P10b	2009
P1612	Iraq_2010	Iraq_Year_of_arrival_2010	P10B	P10b	2010
P1613	Iraq_2011	Iraq_Year_of_arrival_2011	P10B	P10b	2011
P1614	Iraq_Yr_arrival_ns	Iraq_Year_of_arrival_Not_stated	P10B	P10b	Year of arrival not stated
P1615	Iraq_Tot	Iraq_Total	P10B	P10b	Total
P1616	Ireland_Before_1941	Ireland_Year_of_arrival_Before_1941	P10B	P10a	Before 1941
P1617	Ireland_1941_1950	Ireland_Year_of_arrival_1941_1950	P10B	P10a	1941-1950
P1618	Ireland_1951_1960	Ireland_Year_of_arrival_1951_1960	P10B	P10a	1951-1960
P1619	Ireland_1961_1970	Ireland_Year_of_arrival_1961_1970	P10B	P10a	1961-1970
P1620	Ireland_1971_1980	Ireland_Year_of_arrival_1971_1980	P10B	P10a	1971-1980
P1621	Ireland_1981_1990	Ireland_Year_of_arrival_1981_1990	P10B	P10a	1981-1990
P1622	Ireland_1991_2000	Ireland_Year_of_arrival_1991_2000	P10B	P10a	1991-2000
P1623	Ireland_2001_2005	Ireland_Year_of_arrival_2001_2005	P10B	P10a	2001-2005
P1624	Ireland_2006	Ireland_Year_of_arrival_2006	P10B	P10b	2006
P1625	Ireland_2007	Ireland_Year_of_arrival_2007	P10B	P10b	2007
P1626	Ireland_2008	Ireland_Year_of_arrival_2008	P10B	P10b	2008
P1627	Ireland_2009	Ireland_Year_of_arrival_2009	P10B	P10b	2009
P1628	Ireland_2010	Ireland_Year_of_arrival_2010	P10B	P10b	2010
P1629	Ireland_2011	Ireland_Year_of_arrival_2011	P10B	P10b	2011
P1630	Ireland_Yr_arrival_ns	Ireland_Year_of_arrival_Not_stated	P10B	P10b	Year of arrival not stated
P1631	Ireland_Tot	Ireland_Total	P10B	P10b	Total
P1632	Italy_Before_1941	Italy_Year_of_arrival_Before_1941	P10B	P10a	Before 1941
P1633	Italy_1941_1950	Italy_Year_of_arrival_1941_1950	P10B	P10a	1941-1950
P1634	Italy_1951_1960	Italy_Year_of_arrival_1951_1960	P10B	P10a	1951-1960
P1635	Italy_1961_1970	Italy_Year_of_arrival_1961_1970	P10B	P10a	1961-1970
P1636	Italy_1971_1980	Italy_Year_of_arrival_1971_1980	P10B	P10a	1971-1980
P1637	Italy_1981_1990	Italy_Year_of_arrival_1981_1990	P10B	P10a	1981-1990
P1638	Italy_1991_2000	Italy_Year_of_arrival_1991_2000	P10B	P10a	1991-2000
P1639	Italy_2001_2005	Italy_Year_of_arrival_2001_2005	P10B	P10a	2001-2005
P1640	Italy_2006	Italy_Year_of_arrival_2006	P10B	P10b	2006
P1641	Italy_2007	Italy_Year_of_arrival_2007	P10B	P10b	2007
