Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
I453	t_ur_occ_pte_dw_Sh_In_st_nsP	Type_of_usual_residence_Occupied_private_dwelling_Separate_house_Indigenous_status_not_stated_Persons	I01C	I01b	Indigenous status not stated: Persons
I454	tpe_ur_occ_pvte_dwg_Sh_TotM	Type_of_usual_residence_Occupied_private_dwelling_Separate_house_Total_Males	I01C	I01b	Total: Males
I455	tpe_ur_occ_pvte_dwg_Sh_TotF	Type_of_usual_residence_Occupied_private_dwelling_Separate_house_Total_Females	I01C	I01b	Total: Females
I456	tpe_ur_occ_pvte_dwg_Sh_TotP	Type_of_usual_residence_Occupied_private_dwelling_Separate_house_Total_Persons	I01C	I01b	Total: Persons
I457	t_ur_oc_p_dw_im_h_t_s_o_In_M	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Indigenous_Males	I01C	I01b	Indigenous: Males
I458	t_ur_oc_p_dw_im_h_t_s_o_In_F	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Indigenous_Females	I01C	I01b	Indigenous: Females
I459	t_ur_oc_p_dw_im_h_t_s_o_In_P	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Indigenous_Persons	I01C	I01b	Indigenous: Persons
I460	T_ur_o_pr_d_I_h_t_s_o_No_In_M	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Non_Indigenous_Males	I01C	I01b	Non-Indigenous: Males
I461	T_ur_o_pr_d_I_h_t_s_o_No_In_F	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Non_Indigenous_Females	I01C	I01b	Non-Indigenous: Females
I462	T_ur_o_pr_d_I_h_t_s_o_No_In_P	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Non_Indigenous_Persons	I01C	I01b	Non-Indigenous: Persons
I463	t_ur_o_p_d_I_h_t_s_o_i_s_nsM	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Indigenous_status_not_stated_Males	I01C	I01b	Indigenous status not stated: Males
I464	t_ur_o_p_d_I_h_t_s_o_i_s_nsF	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Indigenous_status_not_stated_Females	I01C	I01b	Indigenous status not stated: Females
I465	t_ur_o_p_d_I_h_t_s_o_i_s_nsP	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Indigenous_status_not_stated_Persons	I01C	I01b	Indigenous status not stated: Persons
I466	t_ur_o_p_d_I_h_t_s_o_TotM	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Total_Males	I01C	I01b	Total: Males
I467	t_ur_o_p_d_I_h_t_s_o_TotF	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Total_Females	I01C	I01b	Total: Females
I468	t_ur_o_p_d_I_h_t_s_o_TotP	Type_of_usual_residence_Occupied_private_dwelling_Improvised_home_tent_sleepers_out_Total_Persons	I01C	I01b	Total: Persons
I469	ty_ur_oc_p_dw_Ot_p_dw_In_M	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Indigenous_Males	I01C	I01b	Indigenous: Males
I470	ty_ur_oc_p_dw_Ot_p_dw_In_F	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Indigenous_Females	I01C	I01b	Indigenous: Females
I471	ty_ur_oc_p_dw_Ot_p_dw_In_P	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Indigenous_Persons	I01C	I01b	Indigenous: Persons
I472	ty_ur_o_pr_d_Ot_pr_d_No_In_M	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Non_Indigenous_Males	I01C	I01b	Non-Indigenous: Males
I473	ty_ur_o_pr_d_Ot_pr_d_No_In_F	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Non_Indigenous_Females	I01C	I01b	Non-Indigenous: Females
I474	ty_ur_o_pr_d_Ot_pr_d_No_In_P	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Non_Indigenous_Persons	I01C	I01b	Non-Indigenous: Persons
I475	ty_ur_o_p_d_O_p_d_In_st_nsM	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Indigenous_status_not_stated_Males	I01C	I01b	Indigenous status not stated: Males
I476	ty_ur_o_p_d_O_p_d_In_st_nsF	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Indigenous_status_not_stated_Females	I01C	I01b	Indigenous status not stated: Females
I477	ty_ur_o_p_d_O_p_d_In_st_nsP	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Indigenous_status_not_stated_Persons	I01C	I01b	Indigenous status not stated: Persons
I478	ty_ur_oc_pr_dw_Ot_pr_dw_TotM	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Total_Males	I01C	I01b	Total: Males
I479	ty_ur_oc_pr_dw_Ot_pr_dw_TotF	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Total_Females	I01C	I01b	Total: Females
I480	ty_ur_oc_pr_dw_Ot_pr_dw_TotP	Type_of_usual_residence_Occupied_private_dwelling_Other_private_dwelling_Total_Persons	I01C	I01b	Total: Persons
I481	ty_ur_occ_pri_dw_Tot_Ind_M	Type_of_usual_residence_Occupied_private_dwelling_Total_Indigenous_Males	I01C	I01b	Indigenous: Males
I482	ty_ur_occ_pri_dw_Tot_Ind_F	Type_of_usual_residence_Occupied_private_dwelling_Total_Indigenous_Females	I01C	I01b	Indigenous: Females
I483	ty_ur_occ_pri_dw_Tot_Ind_P	Type_of_usual_residence_Occupied_private_dwelling_Total_Indigenous_Persons	I01C	I01b	Indigenous: Persons
I484	ty_ur_occ_pri_dw_Tot_No_Ind_M	Type_of_usual_residence_Occupied_private_dwelling_Total_Non_Indigenous_Males	I01C	I01b	Non-Indigenous: Males
I485	ty_ur_occ_pri_dw_Tot_No_Ind_F	Type_of_usual_residence_Occupied_private_dwelling_Total_Non_Indigenous_Females	I01C	I01b	Non-Indigenous: Females
I486	ty_ur_occ_pri_dw_Tot_No_Ind_P	Type_of_usual_residence_Occupied_private_dwelling_Total_Non_Indigenous_Persons	I01C	I01b	Non-Indigenous: Persons
I487	ty_ur_oc_pr_dw_Tot_In_st_nsM	Type_of_usual_residence_Occupied_private_dwelling_Total_Indigenous_status_not_stated_Males	I01C	I01b	Indigenous status not stated: Males
I488	ty_ur_oc_pr_dw_Tot_In_st_nsF	Type_of_usual_residence_Occupied_private_dwelling_Total_Indigenous_status_not_stated_Females	I01C	I01b	Indigenous status not stated: Females
I489	ty_ur_oc_pr_dw_Tot_In_st_nsP	Type_of_usual_residence_Occupied_private_dwelling_Total_Indigenous_status_not_stated_Persons	I01C	I01b	Indigenous status not stated: Persons
I490	ty_ur_occ_pri_dw_Tot_TotM	Type_of_usual_residence_Occupied_private_dwelling_Total_Total_Males	I01C	I01b	Total: Males
I491	ty_ur_occ_pri_dw_Tot_TotF	Type_of_usual_residence_Occupied_private_dwelling_Total_Total_Females	I01C	I01b	Total: Females
I492	ty_ur_occ_pri_dw_Tot_TotP	Type_of_usual_residence_Occupied_private_dwelling_Total_Total_Persons	I01C	I01b	Total: Persons
I493	ty_ur_Non_pri_dw_Ind_M	Type_of_usual_residence_Non_private_dwelling_Indigenous_Males	I01C	I01b	Indigenous: Males
I494	ty_ur_Non_pri_dw_Ind_F	Type_of_usual_residence_Non_private_dwelling_Indigenous_Females	I01C	I01b	Indigenous: Females
I495	ty_ur_Non_pri_dw_Ind_P	Type_of_usual_residence_Non_private_dwelling_Indigenous_Persons	I01C	I01b	Indigenous: Persons
I496	ty_ur_Non_pri_dw_NonInd_M	Type_of_usual_residence_Non_private_dwelling_Non_Indigenous_Males	I01C	I01b	Non-Indigenous: Males
I497	ty_ur_Non_pri_dw_NonInd_F	Type_of_usual_residence_Non_private_dwelling_Non_Indigenous_Females	I01C	I01b	Non-Indigenous: Females
I498	ty_ur_Non_pri_dw_NonInd_P	Type_of_usual_residence_Non_private_dwelling_Non_Indigenous_Persons	I01C	I01b	Non-Indigenous: Persons
I499	ty_ur_Non_pri_dw_IndSt_nsM	Type_of_usual_residence_Non_private_dwelling_Indigenous_status_not_stated_Males	I01C	I01b	Indigenous status not stated: Males
I500	ty_ur_Non_pri_dw_IndSt_nsF	Type_of_usual_residence_Non_private_dwelling_Indigenous_status_not_stated_Females	I01C	I01b	Indigenous status not stated: Females
I501	ty_ur_Non_pri_dw_IndSt_nsP	Type_of_usual_residence_Non_private_dwelling_Indigenous_status_not_stated_Persons	I01C	I01b	Indigenous status not stated: Persons
I502	tpe_ur_Non_pvte_dwg_TotM	Type_of_usual_residence_Non_private_dwelling_Total_Males	I01C	I01b	Total: Males
I503	tpe_ur_Non_pvte_dwg_TotF	Type_of_usual_residence_Non_private_dwelling_Total_Females	I01C	I01b	Total: Females
I504	tpe_ur_Non_pvte_dwg_TotP	Type_of_usual_residence_Non_private_dwelling_Total_Persons	I01C	I01b	Total: Persons
I505	Indigenous_Aboriginal_M	Indigenous_persons_Aboriginal_Males	I02	I02	Males
I506	Indigenous_Aboriginal_F	Indigenous_persons_Aboriginal_Females	I02	I02	Females
I507	Indigenous_Aboriginal_P	Indigenous_persons_Aboriginal_Persons	I02	I02	Persons
I508	Indigenous_Torres_Strait_Is_M	Indigenous_persons_Torres_Strait_Islander_Males	I02	I02	Males
I509	Indigenous_Torres_Strait_Is_F	Indigenous_persons_Torres_Strait_Islander_Females	I02	I02	Females
I510	Indigenous_Torres_Strait_Is_P	Indigenous_persons_Torres_Strait_Islander_Persons	I02	I02	Persons
I511	Indig_Bth_Abor_Torr_Strt_Is_M	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_Males	I02	I02	Males
I512	Indig_Bth_Abor_Torr_Strt_Is_F	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_Females	I02	I02	Females
I513	Indig_Bth_Abor_Torr_Strt_Is_P	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_Persons	I02	I02	Persons
I514	Indigenous_TotM	Indigenous_persons_Total_Males	I02	I02	Indigenous: Total Males
I515	Indigenous_TotF	Indigenous_persons_Total_Females	I02	I02	Indigenous: Total Females
I516	Indigenous_TotP	Indigenous_persons_Total_Persons	I02	I02	Indigenous: Total Persons
I517	Non_Indig_M	Non_Indigenous_persons_Males	I02	I02	Non-Indigenous Males
I518	Non_Indig_F	Non_Indigenous_persons_Females	I02	I02	Non-Indigenous Females
I519	Non_Indig_P	Non_Indigenous_persons_Persons	I02	I02	Non-Indigenous Persons
I520	Indigenous_status_nsM	Indigenous_status_not_stated_Males	I02	I02	Indigenous status not stated: Males
I521	Indigenous_status_nsF	Indigenous_status_not_stated_Females	I02	I02	Indigenous status not stated: Females
I522	Indigenous_status_nsP	Indigenous_status_not_stated_Persons	I02	I02	Indigenous status not stated: Persons
I523	Tot_M	Total_Males	I02	I02	Total Males
I524	Tot_F	Total_Females	I02	I02	Total Females
I525	Tot_P	Total_Persons	I02	I02	Total Persons
I526	Age_0_Indig_M	Age_years_0_Indigenous_Males	I03A	I03	Indigenous: Males
I527	Age_0_Indig_F	Age_years_0_Indigenous_Females	I03A	I03	Indigenous: Females
I528	Age_0_Indig_P	Age_years_0_Indigenous_Persons	I03A	I03	Indigenous: Persons
I529	Age_0_NonInd_M	Age_years_0_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I530	Age_0_NonInd_F	Age_years_0_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I531	Age_0_NonInd_P	Age_years_0_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I532	Age_0_IndigStat_nsM	Age_years_0_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I533	Age_0_IndigStat_nsF	Age_years_0_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I534	Age_0_IndigStat_nsP	Age_years_0_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I535	Age_0_TotM	Age_years_0_Total_Males	I03A	I03	Total: Males
I536	Age_0_TotF	Age_years_0_Total_Females	I03A	I03	Total: Females
I537	Age_0_TotP	Age_years_0_Total_Persons	I03A	I03	Total: Persons
I538	Age_1_Indig_M	Age_years_1_Indigenous_Males	I03A	I03	Indigenous: Males
I539	Age_1_Indig_F	Age_years_1_Indigenous_Females	I03A	I03	Indigenous: Females
I540	Age_1_Indig_P	Age_years_1_Indigenous_Persons	I03A	I03	Indigenous: Persons
I541	Age_1_NonInd_M	Age_years_1_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I542	Age_1_NonInd_F	Age_years_1_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I543	Age_1_NonInd_P	Age_years_1_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I544	Age_1_IndigStat_nsM	Age_years_1_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I545	Age_1_IndigStat_nsF	Age_years_1_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I546	Age_1_IndigStat_nsP	Age_years_1_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I547	Age_1_TotM	Age_years_1_Total_Males	I03A	I03	Total: Males
I548	Age_1_TotF	Age_years_1_Total_Females	I03A	I03	Total: Females
I549	Age_1_TotP	Age_years_1_Total_Persons	I03A	I03	Total: Persons
I550	Age_2_Indig_M	Age_years_2_Indigenous_Males	I03A	I03	Indigenous: Males
I551	Age_2_Indig_F	Age_years_2_Indigenous_Females	I03A	I03	Indigenous: Females
I552	Age_2_Indig_P	Age_years_2_Indigenous_Persons	I03A	I03	Indigenous: Persons
I553	Age_2_NonInd_M	Age_years_2_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I554	Age_2_NonInd_F	Age_years_2_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I555	Age_2_NonInd_P	Age_years_2_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I556	Age_2_IndigStat_nsM	Age_years_2_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I557	Age_2_IndigStat_nsF	Age_years_2_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I558	Age_2_IndigStat_nsP	Age_years_2_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I559	Age_2_TotM	Age_years_2_Total_Males	I03A	I03	Total: Males
I560	Age_2_TotF	Age_years_2_Total_Females	I03A	I03	Total: Females
I561	Age_2_TotP	Age_years_2_Total_Persons	I03A	I03	Total: Persons
I562	Age_3_Indig_M	Age_years_3_Indigenous_Males	I03A	I03	Indigenous: Males
I563	Age_3_Indig_F	Age_years_3_Indigenous_Females	I03A	I03	Indigenous: Females
I564	Age_3_Indig_P	Age_years_3_Indigenous_Persons	I03A	I03	Indigenous: Persons
I565	Age_3_NonInd_M	Age_years_3_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I566	Age_3_NonInd_F	Age_years_3_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I567	Age_3_NonInd_P	Age_years_3_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I568	Age_3_IndigStat_nsM	Age_years_3_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I569	Age_3_IndigStat_nsF	Age_years_3_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I570	Age_3_IndigStat_nsP	Age_years_3_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I571	Age_3_TotM	Age_years_3_Total_Males	I03A	I03	Total: Males
I572	Age_3_TotF	Age_years_3_Total_Females	I03A	I03	Total: Females
I573	Age_3_TotP	Age_years_3_Total_Persons	I03A	I03	Total: Persons
I574	Age_4_Indig_M	Age_years_4_Indigenous_Males	I03A	I03	Indigenous: Males
I575	Age_4_Indig_F	Age_years_4_Indigenous_Females	I03A	I03	Indigenous: Females
I576	Age_4_Indig_P	Age_years_4_Indigenous_Persons	I03A	I03	Indigenous: Persons
I577	Age_4_NonInd_M	Age_years_4_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I578	Age_4_NonInd_F	Age_years_4_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I579	Age_4_NonInd_P	Age_years_4_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I580	Age_4_IndigStat_nsM	Age_years_4_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I581	Age_4_IndigStat_nsF	Age_years_4_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I582	Age_4_IndigStat_nsP	Age_years_4_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I583	Age_4_TotM	Age_years_4_Total_Males	I03A	I03	Total: Males
I584	Age_4_TotF	Age_years_4_Total_Females	I03A	I03	Total: Females
I585	Age_4_TotP	Age_years_4_Total_Persons	I03A	I03	Total: Persons
I586	Age_0_4_Indig_M	Age_years_0_4_years_Indigenous_Males	I03A	I03	Indigenous: Males
I587	Age_0_4_Indig_F	Age_years_0_4_years_Indigenous_Females	I03A	I03	Indigenous: Females
I588	Age_0_4_Indig_P	Age_years_0_4_years_Indigenous_Persons	I03A	I03	Indigenous: Persons
I589	Age_0_4_NonInd_M	Age_years_0_4_years_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I590	Age_0_4_NonInd_F	Age_years_0_4_years_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I591	Age_0_4_NonInd_P	Age_years_0_4_years_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I592	Age_0_4_Indig_st_nsM	Age_years_0_4_years_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I593	Age_0_4_Indig_st_nsF	Age_years_0_4_years_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I594	Age_0_4_Indig_st_nsP	Age_years_0_4_years_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I595	Age_0_4_TotM	Age_years_0_4_years_Total_Males	I03A	I03	Total: Males
I596	Age_0_4_TotF	Age_years_0_4_years_Total_Females	I03A	I03	Total: Females
I597	Age_0_4_TotP	Age_years_0_4_years_Total_Persons	I03A	I03	Total: Persons
I598	Age_5_Indig_M	Age_years_5_Indigenous_Males	I03A	I03	Indigenous: Males
I599	Age_5_Indig_F	Age_years_5_Indigenous_Females	I03A	I03	Indigenous: Females
I600	Age_5_Indig_P	Age_years_5_Indigenous_Persons	I03A	I03	Indigenous: Persons
I601	Age_5_NonInd_M	Age_years_5_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I602	Age_5_NonInd_F	Age_years_5_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I603	Age_5_NonInd_P	Age_years_5_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I604	Age_5_IndigStat_nsM	Age_years_5_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I605	Age_5_IndigStat_nsF	Age_years_5_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I606	Age_5_IndigStat_nsP	Age_years_5_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I607	Age_5_TotM	Age_years_5_Total_Males	I03A	I03	Total: Males
I608	Age_5_TotF	Age_years_5_Total_Females	I03A	I03	Total: Females
I609	Age_5_TotP	Age_years_5_Total_Persons	I03A	I03	Total: Persons
I610	Age_6_Indig_M	Age_years_6_Indigenous_Males	I03A	I03	Indigenous: Males
I611	Age_6_Indig_F	Age_years_6_Indigenous_Females	I03A	I03	Indigenous: Females
I612	Age_6_Indig_P	Age_years_6_Indigenous_Persons	I03A	I03	Indigenous: Persons
I613	Age_6_NonInd_M	Age_years_6_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I614	Age_6_NonInd_F	Age_years_6_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I615	Age_6_NonInd_P	Age_years_6_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I616	Age_6_IndigStat_nsM	Age_years_6_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I617	Age_6_IndigStat_nsF	Age_years_6_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I618	Age_6_IndigStat_nsP	Age_years_6_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I619	Age_6_TotM	Age_years_6_Total_Males	I03A	I03	Total: Males
I620	Age_6_TotF	Age_years_6_Total_Females	I03A	I03	Total: Females
I621	Age_6_TotP	Age_years_6_Total_Persons	I03A	I03	Total: Persons
I622	Age_7_Indig_M	Age_years_7_Indigenous_Males	I03A	I03	Indigenous: Males
I623	Age_7_Indig_F	Age_years_7_Indigenous_Females	I03A	I03	Indigenous: Females
I624	Age_7_Indig_P	Age_years_7_Indigenous_Persons	I03A	I03	Indigenous: Persons
I625	Age_7_NonInd_M	Age_years_7_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I626	Age_7_NonInd_F	Age_years_7_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I627	Age_7_NonInd_P	Age_years_7_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I628	Age_7_IndigStat_nsM	Age_years_7_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I629	Age_7_IndigStat_nsF	Age_years_7_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I630	Age_7_IndigStat_nsP	Age_years_7_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I631	Age_7_TotM	Age_years_7_Total_Males	I03A	I03	Total: Males
I632	Age_7_TotF	Age_years_7_Total_Females	I03A	I03	Total: Females
I633	Age_7_TotP	Age_years_7_Total_Persons	I03A	I03	Total: Persons
I634	Age_8_Indig_M	Age_years_8_Indigenous_Males	I03A	I03	Indigenous: Males
I635	Age_8_Indig_F	Age_years_8_Indigenous_Females	I03A	I03	Indigenous: Females
I636	Age_8_Indig_P	Age_years_8_Indigenous_Persons	I03A	I03	Indigenous: Persons
I637	Age_8_NonInd_M	Age_years_8_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I638	Age_8_NonInd_F	Age_years_8_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I639	Age_8_NonInd_P	Age_years_8_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I640	Age_8_IndigStat_nsM	Age_years_8_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I641	Age_8_IndigStat_nsF	Age_years_8_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I642	Age_8_IndigStat_nsP	Age_years_8_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I643	Age_8_TotM	Age_years_8_Total_Males	I03A	I03	Total: Males
I644	Age_8_TotF	Age_years_8_Total_Females	I03A	I03	Total: Females
I645	Age_8_TotP	Age_years_8_Total_Persons	I03A	I03	Total: Persons
I646	Age_9_Indig_M	Age_years_9_Indigenous_Males	I03A	I03	Indigenous: Males
I647	Age_9_Indig_F	Age_years_9_Indigenous_Females	I03A	I03	Indigenous: Females
I648	Age_9_Indig_P	Age_years_9_Indigenous_Persons	I03A	I03	Indigenous: Persons
I649	Age_9_NonInd_M	Age_years_9_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I650	Age_9_NonInd_F	Age_years_9_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I651	Age_9_NonInd_P	Age_years_9_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I652	Age_9_IndigStat_nsM	Age_years_9_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I653	Age_9_IndigStat_nsF	Age_years_9_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I654	Age_9_IndigStat_nsP	Age_years_9_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I655	Age_9_TotM	Age_years_9_Total_Males	I03A	I03	Total: Males
I656	Age_9_TotF	Age_years_9_Total_Females	I03A	I03	Total: Females
I657	Age_9_TotP	Age_years_9_Total_Persons	I03A	I03	Total: Persons
I658	Age_5_9_Indig_M	Age_years_5_9_years_Indigenous_Males	I03A	I03	Indigenous: Males
I659	Age_5_9_Indig_F	Age_years_5_9_years_Indigenous_Females	I03A	I03	Indigenous: Females
I660	Age_5_9_Indig_P	Age_years_5_9_years_Indigenous_Persons	I03A	I03	Indigenous: Persons
I661	Age_5_9_NonInd_M	Age_years_5_9_years_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I662	Age_5_9_NonInd_F	Age_years_5_9_years_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I663	Age_5_9_NonInd_P	Age_years_5_9_years_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I664	Age_5_9_Ind_status_nsM	Age_years_5_9_years_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I665	Age_5_9_Ind_status_nsF	Age_years_5_9_years_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I666	Age_5_9_Ind_status_nsP	Age_years_5_9_years_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I667	Age_5_9_TotM	Age_years_5_9_years_Total_Males	I03A	I03	Total: Males
I668	Age_5_9_TotF	Age_years_5_9_years_Total_Females	I03A	I03	Total: Females
I669	Age_5_9_TotP	Age_years_5_9_years_Total_Persons	I03A	I03	Total: Persons
I670	Age_10_Indig_M	Age_years_10_Indigenous_Males	I03A	I03	Indigenous: Males
I671	Age_10_Indig_F	Age_years_10_Indigenous_Females	I03A	I03	Indigenous: Females
I672	Age_10_Indig_P	Age_years_10_Indigenous_Persons	I03A	I03	Indigenous: Persons
I673	Age_10_NonInd_M	Age_years_10_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I674	Age_10_NonInd_F	Age_years_10_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I675	Age_10_NonInd_P	Age_years_10_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I676	Age_10_Indig_st_nsM	Age_years_10_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
I677	Age_10_Indig_st_nsF	Age_years_10_Indigenous_status_not_stated_Females	I03A	I03	Indigenous status not stated: Females
I678	Age_10_Indig_st_nsP	Age_years_10_Indigenous_status_not_stated_Persons	I03A	I03	Indigenous status not stated: Persons
I679	Age_10_TotM	Age_years_10_Total_Males	I03A	I03	Total: Males
I680	Age_10_TotF	Age_years_10_Total_Females	I03A	I03	Total: Females
I681	Age_10_TotP	Age_years_10_Total_Persons	I03A	I03	Total: Persons
I682	Age_11_Indig_M	Age_years_11_Indigenous_Males	I03A	I03	Indigenous: Males
I683	Age_11_Indig_F	Age_years_11_Indigenous_Females	I03A	I03	Indigenous: Females
I684	Age_11_Indig_P	Age_years_11_Indigenous_Persons	I03A	I03	Indigenous: Persons
I685	Age_11_NonInd_M	Age_years_11_Non_Indigenous_Males	I03A	I03	Non-Indigenous: Males
I686	Age_11_NonInd_F	Age_years_11_Non_Indigenous_Females	I03A	I03	Non-Indigenous: Females
I687	Age_11_NonInd_P	Age_years_11_Non_Indigenous_Persons	I03A	I03	Non-Indigenous: Persons
I688	Age_11_Indig_st_nsM	Age_years_11_Indigenous_status_not_stated_Males	I03A	I03	Indigenous status not stated: Males
