Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
T1126	C01_15_19_Sep_F	2001_Census_15_19_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1127	C01_15_19_Div_M	2001_Census_15_19_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1128	C01_15_19_Div_F	2001_Census_15_19_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1129	C01_15_19_Wid_M	2001_Census_15_19_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1130	C01_15_19_Wid_F	2001_Census_15_19_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1131	C01_15_19_Nvr_marrd_M	2001_Census_15_19_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1132	C01_15_19_Nvr_marrd_F	2001_Census_15_19_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1133	C01_15_19_T_M	2001_Census_15_19_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1134	C01_15_19_T_F	2001_Census_15_19_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1135	C01_15_19_T_P	2001_Census_15_19_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1136	C01_20_24_Married_M	2001_Census_20_24_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1137	C01_20_24_Married_F	2001_Census_20_24_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1138	C01_20_24_Sep_M	2001_Census_20_24_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1139	C01_20_24_Sep_F	2001_Census_20_24_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1140	C01_20_24_Div_M	2001_Census_20_24_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1141	C01_20_24_Div_F	2001_Census_20_24_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1142	C01_20_24_Wid_M	2001_Census_20_24_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1143	C01_20_24_Wid_F	2001_Census_20_24_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1144	C01_20_24_Nvr_marrd_M	2001_Census_20_24_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1145	C01_20_24_Nvr_marrd_F	2001_Census_20_24_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1146	C01_20_24_T_M	2001_Census_20_24_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1147	C01_20_24_T_F	2001_Census_20_24_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1148	C01_20_24_T_P	2001_Census_20_24_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1149	C01_25_29_Married_M	2001_Census_25_29_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1150	C01_25_29_Married_F	2001_Census_25_29_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1151	C01_25_29_Sep_M	2001_Census_25_29_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1152	C01_25_29_Sep_F	2001_Census_25_29_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1153	C01_25_29_Div_M	2001_Census_25_29_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1154	C01_25_29_Div_F	2001_Census_25_29_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1155	C01_25_29_Wid_M	2001_Census_25_29_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1156	C01_25_29_Wid_F	2001_Census_25_29_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1157	C01_25_29_Nvr_marrd_M	2001_Census_25_29_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1158	C01_25_29_Nvr_marrd_F	2001_Census_25_29_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1159	C01_25_29_T_M	2001_Census_25_29_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1160	C01_25_29_T_F	2001_Census_25_29_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1161	C01_25_29_T_P	2001_Census_25_29_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1162	C01_30_34_Married_M	2001_Census_30_34_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1163	C01_30_34_Married_F	2001_Census_30_34_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1164	C01_30_34_Sep_M	2001_Census_30_34_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1165	C01_30_34_Sep_F	2001_Census_30_34_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1166	C01_30_34_Div_M	2001_Census_30_34_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1167	C01_30_34_Div_F	2001_Census_30_34_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1168	C01_30_34_Wid_M	2001_Census_30_34_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1169	C01_30_34_Wid_F	2001_Census_30_34_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1170	C01_30_34_Nvr_marrd_M	2001_Census_30_34_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1171	C01_30_34_Nvr_marrd_F	2001_Census_30_34_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1172	C01_30_34_T_M	2001_Census_30_34_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1173	C01_30_34_T_F	2001_Census_30_34_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1174	C01_30_34_T_P	2001_Census_30_34_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1175	C01_35_39_Married_M	2001_Census_35_39_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1176	C01_35_39_Married_F	2001_Census_35_39_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1177	C01_35_39_Sep_M	2001_Census_35_39_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1178	C01_35_39_Sep_F	2001_Census_35_39_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1179	C01_35_39_Div_M	2001_Census_35_39_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1180	C01_35_39_Div_F	2001_Census_35_39_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1181	C01_35_39_Wid_M	2001_Census_35_39_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1182	C01_35_39_Wid_F	2001_Census_35_39_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1183	C01_35_39_Nvr_marrd_M	2001_Census_35_39_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1184	C01_35_39_Nvr_marrd_F	2001_Census_35_39_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1185	C01_35_39_T_M	2001_Census_35_39_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1186	C01_35_39_T_F	2001_Census_35_39_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1187	C01_35_39_T_P	2001_Census_35_39_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1188	C01_40_44_Married_M	2001_Census_40_44_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1189	C01_40_44_Married_F	2001_Census_40_44_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1190	C01_40_44_Sep_M	2001_Census_40_44_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1191	C01_40_44_Sep_F	2001_Census_40_44_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1192	C01_40_44_Div_M	2001_Census_40_44_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1193	C01_40_44_Div_F	2001_Census_40_44_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1194	C01_40_44_Wid_M	2001_Census_40_44_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1195	C01_40_44_Wid_F	2001_Census_40_44_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1196	C01_40_44_Nvr_marrd_M	2001_Census_40_44_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1197	C01_40_44_Nvr_marrd_F	2001_Census_40_44_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1198	C01_40_44_T_M	2001_Census_40_44_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1199	C01_40_44_T_F	2001_Census_40_44_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1200	C01_40_44_T_P	2001_Census_40_44_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1201	C01_45_49_Married_M	2001_Census_45_49_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1202	C01_45_49_Married_F	2001_Census_45_49_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1203	C01_45_49_Sep_M	2001_Census_45_49_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1204	C01_45_49_Sep_F	2001_Census_45_49_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1205	C01_45_49_Div_M	2001_Census_45_49_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1206	C01_45_49_Div_F	2001_Census_45_49_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1207	C01_45_49_Wid_M	2001_Census_45_49_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1208	C01_45_49_Wid_F	2001_Census_45_49_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1209	C01_45_49_Nvr_marrd_M	2001_Census_45_49_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1210	C01_45_49_Nvr_marrd_F	2001_Census_45_49_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1211	C01_45_49_T_M	2001_Census_45_49_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1212	C01_45_49_T_F	2001_Census_45_49_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1213	C01_45_49_T_P	2001_Census_45_49_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1214	C01_50_54_Married_M	2001_Census_50_54_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1215	C01_50_54_Married_F	2001_Census_50_54_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1216	C01_50_54_Sep_M	2001_Census_50_54_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1217	C01_50_54_Sep_F	2001_Census_50_54_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1218	C01_50_54_Div_M	2001_Census_50_54_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1219	C01_50_54_Div_F	2001_Census_50_54_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1220	C01_50_54_Wid_M	2001_Census_50_54_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1221	C01_50_54_Wid_F	2001_Census_50_54_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1222	C01_50_54_Nvr_marrd_M	2001_Census_50_54_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1223	C01_50_54_Nvr_marrd_F	2001_Census_50_54_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1224	C01_50_54_T_M	2001_Census_50_54_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1225	C01_50_54_T_F	2001_Census_50_54_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1226	C01_50_54_T_P	2001_Census_50_54_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1227	C01_55_59_Married_M	2001_Census_55_59_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1228	C01_55_59_Married_F	2001_Census_55_59_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1229	C01_55_59_Sep_M	2001_Census_55_59_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1230	C01_55_59_Sep_F	2001_Census_55_59_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1231	C01_55_59_Div_M	2001_Census_55_59_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1232	C01_55_59_Div_F	2001_Census_55_59_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1233	C01_55_59_Wid_M	2001_Census_55_59_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1234	C01_55_59_Wid_F	2001_Census_55_59_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1235	C01_55_59_Nvr_marrd_M	2001_Census_55_59_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1236	C01_55_59_Nvr_marrd_F	2001_Census_55_59_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1237	C01_55_59_T_M	2001_Census_55_59_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1238	C01_55_59_T_F	2001_Census_55_59_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1239	C01_55_59_T_P	2001_Census_55_59_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1240	C01_60_64_Married_M	2001_Census_60_64_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1241	C01_60_64_Married_F	2001_Census_60_64_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1242	C01_60_64_Sep_M	2001_Census_60_64_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1243	C01_60_64_Sep_F	2001_Census_60_64_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1244	C01_60_64_Div_M	2001_Census_60_64_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1245	C01_60_64_Div_F	2001_Census_60_64_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1246	C01_60_64_Wid_M	2001_Census_60_64_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1247	C01_60_64_Wid_F	2001_Census_60_64_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1248	C01_60_64_Nvr_marrd_M	2001_Census_60_64_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1249	C01_60_64_Nvr_marrd_F	2001_Census_60_64_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1250	C01_60_64_T_M	2001_Census_60_64_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1251	C01_60_64_T_F	2001_Census_60_64_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1252	C01_60_64_T_P	2001_Census_60_64_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1253	C01_65_69_Married_M	2001_Census_65_69_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1254	C01_65_69_Married_F	2001_Census_65_69_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1255	C01_65_69_Sep_M	2001_Census_65_69_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1256	C01_65_69_Sep_F	2001_Census_65_69_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1257	C01_65_69_Div_M	2001_Census_65_69_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1258	C01_65_69_Div_F	2001_Census_65_69_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1259	C01_65_69_Wid_M	2001_Census_65_69_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1260	C01_65_69_Wid_F	2001_Census_65_69_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1261	C01_65_69_Nvr_marrd_M	2001_Census_65_69_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1262	C01_65_69_Nvr_marrd_F	2001_Census_65_69_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1263	C01_65_69_T_M	2001_Census_65_69_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1264	C01_65_69_T_F	2001_Census_65_69_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1265	C01_65_69_T_P	2001_Census_65_69_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1266	C01_70_74_Married_M	2001_Census_70_74_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1267	C01_70_74_Married_F	2001_Census_70_74_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1268	C01_70_74_Sep_M	2001_Census_70_74_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1269	C01_70_74_Sep_F	2001_Census_70_74_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1270	C01_70_74_Div_M	2001_Census_70_74_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1271	C01_70_74_Div_F	2001_Census_70_74_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1272	C01_70_74_Wid_M	2001_Census_70_74_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1273	C01_70_74_Wid_F	2001_Census_70_74_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1274	C01_70_74_Nvr_marrd_M	2001_Census_70_74_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1275	C01_70_74_Nvr_marrd_F	2001_Census_70_74_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1276	C01_70_74_T_M	2001_Census_70_74_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1277	C01_70_74_T_F	2001_Census_70_74_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1278	C01_70_74_T_P	2001_Census_70_74_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1279	C01_75_79_Married_M	2001_Census_75_79_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1280	C01_75_79_Married_F	2001_Census_75_79_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1281	C01_75_79_Sep_M	2001_Census_75_79_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1282	C01_75_79_Sep_F	2001_Census_75_79_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1283	C01_75_79_Div_M	2001_Census_75_79_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1284	C01_75_79_Div_F	2001_Census_75_79_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1285	C01_75_79_Wid_M	2001_Census_75_79_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1286	C01_75_79_Wid_F	2001_Census_75_79_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1287	C01_75_79_Nvr_marrd_M	2001_Census_75_79_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1288	C01_75_79_Nvr_marrd_F	2001_Census_75_79_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1289	C01_75_79_T_M	2001_Census_75_79_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1290	C01_75_79_T_F	2001_Census_75_79_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1291	C01_75_79_T_P	2001_Census_75_79_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1292	C01_80_84_Married_M	2001_Census_80_84_years_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1293	C01_80_84_Married_F	2001_Census_80_84_years_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1294	C01_80_84_Sep_M	2001_Census_80_84_years_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1295	C01_80_84_Sep_F	2001_Census_80_84_years_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1296	C01_80_84_Div_M	2001_Census_80_84_years_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1297	C01_80_84_Div_F	2001_Census_80_84_years_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1298	C01_80_84_Wid_M	2001_Census_80_84_years_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1299	C01_80_84_Wid_F	2001_Census_80_84_years_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1300	C01_80_84_Nvr_marrd_M	2001_Census_80_84_years_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1301	C01_80_84_Nvr_marrd_F	2001_Census_80_84_years_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1302	C01_80_84_T_M	2001_Census_80_84_years_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1303	C01_80_84_T_F	2001_Census_80_84_years_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1304	C01_80_84_T_P	2001_Census_80_84_years_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1305	C01_85o_Married_M	2001_Census_85_years_and_over_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1306	C01_85o_Married_F	2001_Census_85_years_and_over_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1307	C01_85o_Seprtd_M	2001_Census_85_years_and_over_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1308	C01_85o_Seprtd_F	2001_Census_85_years_and_over_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1309	C01_85o_Divorce_M	2001_Census_85_years_and_over_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1310	C01_85o_Divorce_F	2001_Census_85_years_and_over_Divorced_Females	T04A	T04a	Divorced: Females|2001 CENSUS
T1311	C01_85o_Wid_M	2001_Census_85_years_and_over_Widowed_Males	T04A	T04a	Widowed: Males|2001 CENSUS
T1312	C01_85o_Wid_F	2001_Census_85_years_and_over_Widowed_Females	T04A	T04a	Widowed: Females|2001 CENSUS
T1313	C01_85o_Nvr_mard_M	2001_Census_85_years_and_over_Never_married_Males	T04A	T04a	Never married: Males|2001 CENSUS
T1314	C01_85o_Nvr_mard_F	2001_Census_85_years_and_over_Never_married_Females	T04A	T04a	Never married: Females|2001 CENSUS
T1315	C01_85o_T_M	2001_Census_85_years_and_over_Total_Males	T04A	T04a	Total: Males|2001 CENSUS
T1316	C01_85o_T_F	2001_Census_85_years_and_over_Total_Females	T04A	T04a	Total: Females|2001 CENSUS
T1317	C01_85o_T_P	2001_Census_85_years_and_over_Total_Persons	T04A	T04a	Total: Persons|2001 CENSUS
T1318	C01_OS_visitrs_Marr_M	2001_Census_Overseas_visitors_Married_Males	T04A	T04a	Married: Males|2001 CENSUS
T1319	C01_OS_visitrs_Marr_F	2001_Census_Overseas_visitors_Married_Females	T04A	T04a	Married: Females|2001 CENSUS
T1320	C01_OS_visitr_Separ_M	2001_Census_Overseas_visitors_Separated_Males	T04A	T04a	Separated: Males|2001 CENSUS
T1321	C01_OS_visitr_Separ_F	2001_Census_Overseas_visitors_Separated_Females	T04A	T04a	Separated: Females|2001 CENSUS
T1322	C01_OS_visit_Divorc_M	2001_Census_Overseas_visitors_Divorced_Males	T04A	T04a	Divorced: Males|2001 CENSUS
T1323	C01_OS_visit_Divorc_F	2001_Census_Overseas_visitors_Divorced_Females	T04B	T04a	Divorced: Females|2001 CENSUS
T1324	C01_OS_visito_Widow_M	2001_Census_Overseas_visitors_Widowed_Males	T04B	T04a	Widowed: Males|2001 CENSUS
T1325	C01_OS_visito_Widow_F	2001_Census_Overseas_visitors_Widowed_Females	T04B	T04a	Widowed: Females|2001 CENSUS
T1326	C01_OS_vis_Nvr_marr_M	2001_Census_Overseas_visitors_Never_married_Males	T04B	T04a	Never married: Males|2001 CENSUS
T1327	C01_OS_vis_Nvr_marr_F	2001_Census_Overseas_visitors_Never_married_Females	T04B	T04a	Never married: Females|2001 CENSUS
T1328	C01_OS_vis_T_M	2001_Census_Overseas_visitors_Total_Males	T04B	T04a	Total: Males|2001 CENSUS
T1329	C01_OS_vis_T_F	2001_Census_Overseas_visitors_Total_Females	T04B	T04a	Total: Females|2001 CENSUS
T1330	C01_OS_vis_T_P	2001_Census_Overseas_visitors_Total_Persons	T04B	T04a	Total: Persons|2001 CENSUS
T1331	C01_T_Married_M	2001_Census_Total_Married_Males	T04B	T04a	Married: Males|2001 CENSUS
T1332	C01_T_Married_F	2001_Census_Total_Married_Females	T04B	T04a	Married: Females|2001 CENSUS
T1333	C01_Tot_Sep_M	2001_Census_Total_Separated_Males	T04B	T04a	Separated: Males|2001 CENSUS
T1334	C01_Tot_Sep_F	2001_Census_Total_Separated_Females	T04B	T04a	Separated: Females|2001 CENSUS
T1335	C01_Tot_Div_M	2001_Census_Total_Divorced_Males	T04B	T04a	Divorced: Males|2001 CENSUS
T1336	C01_Tot_Div_F	2001_Census_Total_Divorced_Females	T04B	T04a	Divorced: Females|2001 CENSUS
T1337	C01_Tot_Wid_M	2001_Census_Total_Widowed_Males	T04B	T04a	Widowed: Males|2001 CENSUS
T1338	C01_Tot_Wid_F	2001_Census_Total_Widowed_Females	T04B	T04a	Widowed: Females|2001 CENSUS
T1339	C01_Tot_nver_marrie_M	2001_Census_Total_Never_married_Males	T04B	T04a	Never married: Males|2001 CENSUS
T1340	C01_Tot_nver_marrie_F	2001_Census_Total_Never_married_Females	T04B	T04a	Never married: Females|2001 CENSUS
T1341	C01_Tot_T_M	2001_Census_Total_Total_Males	T04B	T04a	Total: Males|2001 CENSUS
T1342	C01_Tot_T_F	2001_Census_Total_Total_Females	T04B	T04a	Total: Females|2001 CENSUS
T1343	C01_Tot_T_P	2001_Census_Total_Total_Persons	T04B	T04a	Total: Persons|2001 CENSUS
T1344	C06_15_19_Married_M	2006_Census_15_19_years_Married_Males	T04B	T04a	Married: Males|2006 CENSUS
T1345	C06_15_19_Married_F	2006_Census_15_19_years_Married_Females	T04B	T04a	Married: Females|2006 CENSUS
T1346	C06_15_19_Sep_M	2006_Census_15_19_years_Separated_Males	T04B	T04a	Separated: Males|2006 CENSUS
T1347	C06_15_19_Sep_F	2006_Census_15_19_years_Separated_Females	T04B	T04a	Separated: Females|2006 CENSUS
T1348	C06_15_19_Div_M	2006_Census_15_19_years_Divorced_Males	T04B	T04a	Divorced: Males|2006 CENSUS
T1349	C06_15_19_Div_F	2006_Census_15_19_years_Divorced_Females	T04B	T04a	Divorced: Females|2006 CENSUS
T1350	C06_15_19_Wid_M	2006_Census_15_19_years_Widowed_Males	T04B	T04a	Widowed: Males|2006 CENSUS
T1351	C06_15_19_Wid_F	2006_Census_15_19_years_Widowed_Females	T04B	T04a	Widowed: Females|2006 CENSUS
T1352	C06_15_19_Nvr_marrd_M	2006_Census_15_19_years_Never_married_Males	T04B	T04a	Never married: Males|2006 CENSUS
T1353	C06_15_19_Nvr_marrd_F	2006_Census_15_19_years_Never_married_Females	T04B	T04a	Never married: Females|2006 CENSUS
T1354	C06_15_19_T_M	2006_Census_15_19_years_Total_Males	T04B	T04a	Total: Males|2006 CENSUS
T1355	C06_15_19_T_F	2006_Census_15_19_years_Total_Females	T04B	T04a	Total: Females|2006 CENSUS
T1356	C06_15_19_T_P	2006_Census_15_19_years_Total_Persons	T04B	T04a	Total: Persons|2006 CENSUS
