Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
X5872	BPBAu_Oth_21_24	Both_parents_born_in_Australia_Other_Age_of_dependent_children_21_24_years	X07F	X07d	Age of dependent children: 21-24 years|BOTH PARENTS BORN IN AUSTRALIA
X5873	BPBAu_Oth_T_R	Both_parents_born_in_Australia_Other_Total_responses	X07F	X07d	Total Responses|BOTH PARENTS BORN IN AUSTRALIA
X5874	BPBAu_AncNS_0_4	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_0_4_years	X07F	X07d	Age of dependent children: 0-4 years|BOTH PARENTS BORN IN AUSTRALIA
X5875	BPBAu_AncNS_5_9	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_5_9_years	X07F	X07d	Age of dependent children: 5-9 years|BOTH PARENTS BORN IN AUSTRALIA
X5876	BPBAu_AncNS_10_12	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_10_12_years	X07F	X07d	Age of dependent children: 10-12 years|BOTH PARENTS BORN IN AUSTRALIA
X5877	BPBAu_AncNS_13_14	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_13_14_years	X07F	X07d	Age of dependent children: 13-14 years|BOTH PARENTS BORN IN AUSTRALIA
X5878	BPBAu_AncNS_15_17	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_15_17_years	X07F	X07d	Age of dependent children: 15-17 years|BOTH PARENTS BORN IN AUSTRALIA
X5879	BPBAu_AncNS_18_20	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_18_20_years	X07F	X07d	Age of dependent children: 18-20 years|BOTH PARENTS BORN IN AUSTRALIA
X5880	BPBAu_AncNS_21_24	Both_parents_born_in_Australia_Ancestry_not_stated_Age_of_dependent_children_21_24_years	X07F	X07d	Age of dependent children: 21-24 years|BOTH PARENTS BORN IN AUSTRALIA
X5881	BPBAu_AncNS_T_R	Both_parents_born_in_Australia_Ancestry_not_stated_Total_responses	X07F	X07d	Total Responses|BOTH PARENTS BORN IN AUSTRALIA
X5882	BPBAu_T_R_0_4	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_0_4_years	X07F	X07d	Age of dependent children: 0-4 years|BOTH PARENTS BORN IN AUSTRALIA
X5883	BPBAu_T_R_5_9	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_5_9_years	X07F	X07d	Age of dependent children: 5-9 years|BOTH PARENTS BORN IN AUSTRALIA
X5884	BPBAu_T_R_10_12	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_10_12_years	X07F	X07d	Age of dependent children: 10-12 years|BOTH PARENTS BORN IN AUSTRALIA
X5885	BPBAu_T_R_13_14	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_13_14_years	X07F	X07d	Age of dependent children: 13-14 years|BOTH PARENTS BORN IN AUSTRALIA
X5886	BPBAu_T_R_15_17	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_15_17_years	X07F	X07d	Age of dependent children: 15-17 years|BOTH PARENTS BORN IN AUSTRALIA
X5887	BPBAu_T_R_18_20	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_18_20_years	X07F	X07d	Age of dependent children: 18-20 years|BOTH PARENTS BORN IN AUSTRALIA
X5888	BPBAu_T_R_21_24	Both_parents_born_in_Australia_Total_responses_Age_of_dependent_children_21_24_years	X07F	X07d	Age of dependent children: 21-24 years|BOTH PARENTS BORN IN AUSTRALIA
X5889	BPBAu_T_R_T_R	Both_parents_born_in_Australia_Total_responses_Total_responses	X07F	X07d	Total Responses|BOTH PARENTS BORN IN AUSTRALIA
X5890	BPBAu_T_DC_0_4	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_0_4_years	X07F	X07d	Age of dependent children: 0-4 years|BOTH PARENTS BORN IN AUSTRALIA
X5891	BPBAu_T_DC_5_9	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_5_9_years	X07F	X07d	Age of dependent children: 5-9 years|BOTH PARENTS BORN IN AUSTRALIA
X5892	BPBAu_T_DC_10_12	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_10_12_years	X07F	X07d	Age of dependent children: 10-12 years|BOTH PARENTS BORN IN AUSTRALIA
X5893	BPBAu_T_DC_13_14	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_13_14_years	X07F	X07d	Age of dependent children: 13-14 years|BOTH PARENTS BORN IN AUSTRALIA
X5894	BPBAu_T_DC_15_17	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_15_17_years	X07F	X07d	Age of dependent children: 15-17 years|BOTH PARENTS BORN IN AUSTRALIA
X5895	BPBAu_T_DC_18_20	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_18_20_years	X07F	X07d	Age of dependent children: 18-20 years|BOTH PARENTS BORN IN AUSTRALIA
X5896	BPBAu_T_DC_21_24	Both_parents_born_in_Australia_Total_dependent_children_Age_of_dependent_children_21_24_years	X07F	X07d	Age of dependent children: 21-24 years|BOTH PARENTS BORN IN AUSTRALIA
X5897	BPBAu_T_T_R	Both_parents_born_in_Australia_Total_dependent_children_Total_responses	X07F	X07d	Total Responses|BOTH PARENTS BORN IN AUSTRALIA
X5898	BPNS_Australian_0_4	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5899	BPNS_Australian_5_9	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5900	BPNS_Australian_10_12	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5901	BPNS_Australian_13_14	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5902	BPNS_Australian_15_17	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5903	BPNS_Australian_18_20	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5904	BPNS_Australian_21_24	Birthplace_of_parents_not_stated_Australian_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5905	BPNS_Australian_T_R	Birthplace_of_parents_not_stated_Australian_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5906	BPNS_AusAboriginal_0_4	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5907	BPNS_AusAboriginal_5_9	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5908	BPNS_AusAboriginal_10_12	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5909	BPNS_AusAboriginal_13_14	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5910	BPNS_AusAboriginal_15_17	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5911	BPNS_AusAboriginal_18_20	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5912	BPNS_AusAboriginal_21_24	Birthplace_of_parents_not_stated_Australian_Aboriginal_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5913	BPNS_AusAboriginal_T_R	Birthplace_of_parents_not_stated_Australian_Aboriginal_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5914	BPNS_Chinese_0_4	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5915	BPNS_Chinese_5_9	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5916	BPNS_Chinese_10_12	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5917	BPNS_Chinese_13_14	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5918	BPNS_Chinese_15_17	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5919	BPNS_Chinese_18_20	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5920	BPNS_Chinese_21_24	Birthplace_of_parents_not_stated_Chinese_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5921	BPNS_Chinese_T_R	Birthplace_of_parents_not_stated_Chinese_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5922	BPNS_Croatian_0_4	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5923	BPNS_Croatian_5_9	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5924	BPNS_Croatian_10_12	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5925	BPNS_Croatian_13_14	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5926	BPNS_Croatian_15_17	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5927	BPNS_Croatian_18_20	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5928	BPNS_Croatian_21_24	Birthplace_of_parents_not_stated_Croatian_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5929	BPNS_Croatian_T_R	Birthplace_of_parents_not_stated_Croatian_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5930	BPNS_Dutch_0_4	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5931	BPNS_Dutch_5_9	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5932	BPNS_Dutch_10_12	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5933	BPNS_Dutch_13_14	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5934	BPNS_Dutch_15_17	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5935	BPNS_Dutch_18_20	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5936	BPNS_Dutch_21_24	Birthplace_of_parents_not_stated_Dutch_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5937	BPNS_Dutch_T_R	Birthplace_of_parents_not_stated_Dutch_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5938	BPNS_English_0_4	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5939	BPNS_English_5_9	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5940	BPNS_English_10_12	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5941	BPNS_English_13_14	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5942	BPNS_English_15_17	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5943	BPNS_English_18_20	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5944	BPNS_English_21_24	Birthplace_of_parents_not_stated_English_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5945	BPNS_English_T_R	Birthplace_of_parents_not_stated_English_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5946	BPNS_Filipino_0_4	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5947	BPNS_Filipino_5_9	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5948	BPNS_Filipino_10_12	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5949	BPNS_Filipino_13_14	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5950	BPNS_Filipino_15_17	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5951	BPNS_Filipino_18_20	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5952	BPNS_Filipino_21_24	Birthplace_of_parents_not_stated_Filipino_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5953	BPNS_Filipino_T_R	Birthplace_of_parents_not_stated_Filipino_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5954	BPNS_French_0_4	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5955	BPNS_French_5_9	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5956	BPNS_French_10_12	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5957	BPNS_French_13_14	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5958	BPNS_French_15_17	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5959	BPNS_French_18_20	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5960	BPNS_French_21_24	Birthplace_of_parents_not_stated_French_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5961	BPNS_French_T_R	Birthplace_of_parents_not_stated_French_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5962	BPNS_German_0_4	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5963	BPNS_German_5_9	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5964	BPNS_German_10_12	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5965	BPNS_German_13_14	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5966	BPNS_German_15_17	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5967	BPNS_German_18_20	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5968	BPNS_German_21_24	Birthplace_of_parents_not_stated_German_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5969	BPNS_German_T_R	Birthplace_of_parents_not_stated_German_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5970	BPNS_Greek_0_4	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5971	BPNS_Greek_5_9	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5972	BPNS_Greek_10_12	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5973	BPNS_Greek_13_14	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5974	BPNS_Greek_15_17	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5975	BPNS_Greek_18_20	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5976	BPNS_Greek_21_24	Birthplace_of_parents_not_stated_Greek_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5977	BPNS_Greek_T_R	Birthplace_of_parents_not_stated_Greek_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5978	BPNS_Hungarian_0_4	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5979	BPNS_Hungarian_5_9	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5980	BPNS_Hungarian_10_12	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5981	BPNS_Hungarian_13_14	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5982	BPNS_Hungarian_15_17	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5983	BPNS_Hungarian_18_20	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5984	BPNS_Hungarian_21_24	Birthplace_of_parents_not_stated_Hungarian_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5985	BPNS_Hungarian_T_R	Birthplace_of_parents_not_stated_Hungarian_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5986	BPNS_Indian_0_4	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5987	BPNS_Indian_5_9	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5988	BPNS_Indian_10_12	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5989	BPNS_Indian_13_14	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5990	BPNS_Indian_15_17	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5991	BPNS_Indian_18_20	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X5992	BPNS_Indian_21_24	Birthplace_of_parents_not_stated_Indian_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X5993	BPNS_Indian_T_R	Birthplace_of_parents_not_stated_Indian_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X5994	BPNS_Irish_0_4	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X5995	BPNS_Irish_5_9	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X5996	BPNS_Irish_10_12	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X5997	BPNS_Irish_13_14	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X5998	BPNS_Irish_15_17	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X5999	BPNS_Irish_18_20	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X6000	BPNS_Irish_21_24	Birthplace_of_parents_not_stated_Irish_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X6001	BPNS_Irish_T_R	Birthplace_of_parents_not_stated_Irish_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X6002	BPNS_Italian_0_4	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_0_4_years	X07F	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X6003	BPNS_Italian_5_9	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_5_9_years	X07F	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
X6004	BPNS_Italian_10_12	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_10_12_years	X07F	X07e	Age of dependent children: 10-12 years|BIRTHPLACE OF PARENT/S NOT STATED
X6005	BPNS_Italian_13_14	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_13_14_years	X07F	X07e	Age of dependent children: 13-14 years|BIRTHPLACE OF PARENT/S NOT STATED
X6006	BPNS_Italian_15_17	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_15_17_years	X07F	X07e	Age of dependent children: 15-17 years|BIRTHPLACE OF PARENT/S NOT STATED
X6007	BPNS_Italian_18_20	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_18_20_years	X07F	X07e	Age of dependent children: 18-20 years|BIRTHPLACE OF PARENT/S NOT STATED
X6008	BPNS_Italian_21_24	Birthplace_of_parents_not_stated_Italian_Age_of_dependent_children_21_24_years	X07F	X07e	Age of dependent children: 21-24 years|BIRTHPLACE OF PARENT/S NOT STATED
X6009	BPNS_Italian_T_R	Birthplace_of_parents_not_stated_Italian_Total_responses	X07F	X07e	Total Responses|BIRTHPLACE OF PARENT/S NOT STATED
X6010	BPNS_Korean_0_4	Birthplace_of_parents_not_stated_Korean_Age_of_dependent_children_0_4_years	X07G	X07e	Age of dependent children: 0-4 years|BIRTHPLACE OF PARENT/S NOT STATED
X6011	BPNS_Korean_5_9	Birthplace_of_parents_not_stated_Korean_Age_of_dependent_children_5_9_years	X07G	X07e	Age of dependent children: 5-9 years|BIRTHPLACE OF PARENT/S NOT STATED
